DocumentID,Text,Label,LabelType,LabelName,DocumentType,LengthCharacters,HasEmoji,cleaned_text,tokens,LabelMapped
74713,"I really wanted to like this eyeliner. It went on thick, and looked great. After about 4 hours it was smearing on my eyes. I did not find it waterproof. Easy to remove with Vaseline.",2,StarRating,2 Stars,Review,182,0,i really wanted to like this eyeliner it went on thick and looked great after about hours it was smearing on my eyes i did not find it waterproof easy to remove with vaseline,"['really', 'wanted', 'like', 'eyeliner', 'went', 'thick', 'looked', 'great', 'hours', 'smearing', 'eyes', 'find', 'waterproof', 'easy', 'remove', 'vaseline']",-1
74489,These shorts are way longer than I expected. They do not fit like Nike spandex 3” inseam shorts. I measured these and it is definitely 5” inseam.,2,StarRating,2 Stars,Review,145,0,these shorts are way longer than i expected they do not fit like nike spandex inseam shorts i measured these and it is definitely inseam,"['shorts', 'way', 'longer', 'expected', 'fit', 'like', 'nike', 'spandex', 'inseam', 'shorts', 'measured', 'definitely', 'inseam']",-1
167297,How can a pug puppy calendar not be 5 stars. What else is there to say. Love it!,5,StarRating,5 Stars,Review,80,0,how can a pug puppy calendar not be stars what else is there to say love it,"['pug', 'puppy', 'calendar', 'stars', 'else', 'say', 'love']",1
251218,like yall gonna believe the sun if they say liam is actually david beckham and they live a double life?,1,Sentiment,Positive,Tweet,103,0,like yall gonna believe the sun if they say liam is actually david beckham and they live a double life,"['like', 'yall', 'gon', 'na', 'believe', 'sun', 'say', 'liam', 'actually', 'david', 'beckham', 'live', 'double', 'life']",1
223128,PM Narendra Modi to Address Top Military Commanders on Friday Prime Minister Narendra Modi will interact with the http://t.co/Pu3eyyidMC,0,Sentiment,Neutral,Tweet,136,0,pm narendra modi to address top military commanders on friday prime minister narendra modi will interact with the httptcopueyyidmc,"['pm', 'narendra', 'modi', 'address', 'top', 'military', 'commanders', 'friday', 'prime', 'minister', 'narendra', 'modi', 'interact', 'httptcopueyyidmc']",0
200562,I ordered 2 of them. One was broken at the bottom when I opened it. I contacted the seller had they had me send them pictures of it being broken and the order information. Once they receive that and three to four days later they reply was to contact Amazon. Would not recommend buying these from the seller,1,StarRating,1 Star,Review,306,0,i ordered of them one was broken at the bottom when i opened it i contacted the seller had they had me send them pictures of it being broken and the order information once they receive that and three to four days later they reply was to contact amazon would not recommend buying these from the seller,"['ordered', 'one', 'broken', 'bottom', 'opened', 'contacted', 'seller', 'send', 'pictures', 'broken', 'order', 'information', 'receive', 'three', 'four', 'days', 'later', 'reply', 'contact', 'amazon', 'would', 'recommend', 'buying', 'seller']",-1
45041,"It was a cute stand smaller than I thought, but it didn't fit my fit bit charge 3! so I wasn't able to get a charge it was too small",2,StarRating,2 Stars,Review,132,0,it was a cute stand smaller than i thought but it didnt fit my fit bit charge so i wasnt able to get a charge it was too small,"['cute', 'stand', 'smaller', 'thought', 'didnt', 'fit', 'fit', 'bit', 'charge', 'wasnt', 'able', 'get', 'charge', 'small']",-1
249877,@miiMODE: All eyes on Apple today. Don't miss the #AppleEvent. Starting at 10am PDT. http://t.co/SqMbrvhPMY,1,Sentiment,Positive,Tweet,107,0,miimode all eyes on apple today dont miss the appleevent starting at am pdt httptcosqmbrvhpmy,"['miimode', 'eyes', 'apple', 'today', 'dont', 'miss', 'appleevent', 'starting', 'pdt', 'httptcosqmbrvhpmy']",1
206180,Even if I knew that tomorrow the world would still go to pieces\u002c I would still plant my apple tree. - Martin Luther King Jr.,1,Sentiment,Positive,Tweet,129,0,even if i knew that tomorrow the world would still go to piecesuc i would still plant my apple tree martin luther king jr,"['even', 'knew', 'tomorrow', 'world', 'would', 'still', 'go', 'piecesuc', 'would', 'still', 'plant', 'apple', 'tree', 'martin', 'luther', 'king', 'jr']",1
186332,I'm a cook and use a Bluetooth speaker at work. This phone protects my phone in a busy ass kitchen while I run my playlist. I couldn't be happier built in screen protector protects phone in the hot steamy conditions I work in. Super durable case. I love it. Glad I went with this case. I know my phone is protected at all times..,5,StarRating,5 Stars,Review,329,0,im a cook and use a bluetooth speaker at work this phone protects my phone in a busy ass kitchen while i run my playlist i couldnt be happier built in screen protector protects phone in the hot steamy conditions i work in super durable case i love it glad i went with this case i know my phone is protected at all times,"['im', 'cook', 'use', 'bluetooth', 'speaker', 'work', 'phone', 'protects', 'phone', 'busy', 'ass', 'kitchen', 'run', 'playlist', 'couldnt', 'happier', 'built', 'screen', 'protector', 'protects', 'phone', 'hot', 'steamy', 'conditions', 'work', 'super', 'durable', 'case', 'love', 'glad', 'went', 'case', 'know', 'phone', 'protected', 'times']",1
47722,"This is the second set of these lights I've owned. Installed the first set on a utility trailer and they work great. Second set was installed on a boat trailer (last year) that sees saltwater immersion. The lights held up well but the wiring began to corrode immediately. The wiring is NOT marine rated as it is not ""tinned"". Had to rewire the entire trailer again this year to replace the corroded wiring. Should note that tinned marine rated wire is more expensive but for a reason. It can hold up to saltwater for extended periods. So my recommendation is the you purchase this kit for the lights but then also order (amazon has it) tinned marine rated wire in the three colors needed and use that instead. It's a bit more work up front but you will have lights that work a year(s) from now.",2,StarRating,2 Stars,Review,794,0,this is the second set of these lights ive owned installed the first set on a utility trailer and they work great second set was installed on a boat trailer last year that sees saltwater immersion the lights held up well but the wiring began to corrode immediately the wiring is not marine rated as it is not tinned had to rewire the entire trailer again this year to replace the corroded wiring should note that tinned marine rated wire is more expensive but for a reason it can hold up to saltwater for extended periods so my recommendation is the you purchase this kit for the lights but then also order amazon has it tinned marine rated wire in the three colors needed and use that instead its a bit more work up front but you will have lights that work a years from now,"['second', 'set', 'lights', 'ive', 'owned', 'installed', 'first', 'set', 'utility', 'trailer', 'work', 'great', 'second', 'set', 'installed', 'boat', 'trailer', 'last', 'year', 'sees', 'saltwater', 'immersion', 'lights', 'held', 'well', 'wiring', 'began', 'corrode', 'immediately', 'wiring', 'marine', 'rated', 'tinned', 'rewire', 'entire', 'trailer', 'year', 'replace', 'corroded', 'wiring', 'note', 'tinned', 'marine', 'rated', 'wire', 'expensive', 'reason', 'hold', 'saltwater', 'extended', 'periods', 'recommendation', 'purchase', 'kit', 'lights', 'also', 'order', 'amazon', 'tinned', 'marine', 'rated', 'wire', 'three', 'colors', 'needed', 'use', 'instead', 'bit', 'work', 'front', 'lights', 'work', 'years']",-1
83713,I usually wear a size 4.5 but in this case the ring is more snug fitting than I like. Overall nice ring.,3,StarRating,3 Stars,Review,104,0,i usually wear a size but in this case the ring is more snug fitting than i like overall nice ring,"['usually', 'wear', 'size', 'case', 'ring', 'snug', 'fitting', 'like', 'overall', 'nice', 'ring']",0
14062,I never got my patch... it was very disappointing,1,StarRating,1 Star,Review,49,0,i never got my patch it was very disappointing,"['never', 'got', 'patch', 'disappointing']",-1
232996,David Price continues his dominance with Toronto Blue Jays: After a dominant Toronto Blue Jays debut on Monday... http://t.co/QLeFiHgbPB,1,Sentiment,Positive,Tweet,136,0,david price continues his dominance with toronto blue jays after a dominant toronto blue jays debut on monday httptcoqlefihgbpb,"['david', 'price', 'continues', 'dominance', 'toronto', 'blue', 'jays', 'dominant', 'toronto', 'blue', 'jays', 'debut', 'monday', 'httptcoqlefihgbpb']",1
99528,"This arrived in excellent condition, but the color is a yellowish color, not a white color, so it didn't match the existing cabinets I had. Great product overall, just the color is misrepresented.",3,StarRating,3 Stars,Review,196,0,this arrived in excellent condition but the color is a yellowish color not a white color so it didnt match the existing cabinets i had great product overall just the color is misrepresented,"['arrived', 'excellent', 'condition', 'color', 'yellowish', 'color', 'white', 'color', 'didnt', 'match', 'existing', 'cabinets', 'great', 'product', 'overall', 'color', 'misrepresented']",0
246051,Thank you @SoundCloud  for having black Friday by Kendrick Lamar,1,Sentiment,Positive,Tweet,64,0,thank you soundcloud for having black friday by kendrick lamar,"['thank', 'soundcloud', 'black', 'friday', 'kendrick', 'lamar']",1
99574,"It doesn't look 100% like the picture, you can also tell it's cheaply made. I have to have my AC on medium/ high for it to start spinning. Fragrance pods last 2 hours at the most.. Cool but not really worth it. Fun to play with though",3,StarRating,3 Stars,Review,234,0,it doesnt look like the picture you can also tell its cheaply made i have to have my ac on medium high for it to start spinning fragrance pods last hours at the most cool but not really worth it fun to play with though,"['doesnt', 'look', 'like', 'picture', 'also', 'tell', 'cheaply', 'made', 'ac', 'medium', 'high', 'start', 'spinning', 'fragrance', 'pods', 'last', 'hours', 'cool', 'really', 'worth', 'fun', 'play', 'though']",0
33876,The ring broke and my phone fell and cracked the screen. Not well made.,1,StarRating,1 Star,Review,71,0,the ring broke and my phone fell and cracked the screen not well made,"['ring', 'broke', 'phone', 'fell', 'cracked', 'screen', 'well', 'made']",-1
144639,"I can’t say it leak proof or water resistance, because I haven’t tested that part out yet, it’s not as sturdy as I had hope, but it does the trick",4,StarRating,4 Stars,Review,146,0,i cant say it leak proof or water resistance because i havent tested that part out yet its not as sturdy as i had hope but it does the trick,"['cant', 'say', 'leak', 'proof', 'water', 'resistance', 'havent', 'tested', 'part', 'yet', 'sturdy', 'hope', 'trick']",1
25365,Junk. They do not transition to dark in the sun.,1,StarRating,1 Star,Review,48,0,junk they do not transition to dark in the sun,"['junk', 'transition', 'dark', 'sun']",-1
30075,"Very, very thin, you can bend them with you fingers with no problem! Print is small.. More of a decoration. Would give 1/2 star!",1,StarRating,1 Star,Review,128,0,very very thin you can bend them with you fingers with no problem print is small more of a decoration would give star,"['thin', 'bend', 'fingers', 'problem', 'print', 'small', 'decoration', 'would', 'give', 'star']",-1
123045,"Good battery, little bit bigger, but it's shape give more air to the cooler.",4,StarRating,4 Stars,Review,76,0,good battery little bit bigger but its shape give more air to the cooler,"['good', 'battery', 'little', 'bit', 'bigger', 'shape', 'give', 'air', 'cooler']",1
245453,Here's what a Charlie Hebdo cartoonist drew after the 2nd Paris attack in less than a year... https://t.co/mNjh3dWJBU @PennyRed,0,Sentiment,Neutral,Tweet,127,0,heres what a charlie hebdo cartoonist drew after the nd paris attack in less than a year httpstcomnjhdwjbu pennyred,"['heres', 'charlie', 'hebdo', 'cartoonist', 'drew', 'nd', 'paris', 'attack', 'less', 'year', 'httpstcomnjhdwjbu', 'pennyred']",0
65270,This product separates in coffee...obviously not fit for consumption. I believe it’s all right to order this in cooler months (I have in the past) but not when it’s so hot outside. It overheats either in storage or delivery.,2,StarRating,2 Stars,Review,224,0,this product separates in coffeeobviously not fit for consumption i believe its all right to order this in cooler months i have in the past but not when its so hot outside it overheats either in storage or delivery,"['product', 'separates', 'coffeeobviously', 'fit', 'consumption', 'believe', 'right', 'order', 'cooler', 'months', 'past', 'hot', 'outside', 'overheats', 'either', 'storage', 'delivery']",-1
112911,"Literally a plastic bag filled with rope, no gift bag. The squeak toy came without filling. Although rope toys seem durable but only time will tell.",3,StarRating,3 Stars,Review,148,0,literally a plastic bag filled with rope no gift bag the squeak toy came without filling although rope toys seem durable but only time will tell,"['literally', 'plastic', 'bag', 'filled', 'rope', 'gift', 'bag', 'squeak', 'toy', 'came', 'without', 'filling', 'although', 'rope', 'toys', 'seem', 'durable', 'time', 'tell']",0
62447,nice idea however with the bowl having a ridge in the bottom and beaters not reaching the bottom it does not mix as I expected also hard to get on and off stand a lot heaver than I expected too. Wish I would of kept my old hand held mixer.,2,StarRating,2 Stars,Review,239,0,nice idea however with the bowl having a ridge in the bottom and beaters not reaching the bottom it does not mix as i expected also hard to get on and off stand a lot heaver than i expected too wish i would of kept my old hand held mixer,"['nice', 'idea', 'however', 'bowl', 'ridge', 'bottom', 'beaters', 'reaching', 'bottom', 'mix', 'expected', 'also', 'hard', 'get', 'stand', 'lot', 'heaver', 'expected', 'wish', 'would', 'kept', 'old', 'hand', 'held', 'mixer']",-1
46709,"The heading says ""Adult"" suspenders. They must have meant an adult who was 3 foot tall or shorter. I'm not a big guy but I'm not a shorty either and these scrunched down so tight on me I looked like the hunchback of Notre Dame when I finally got them unlatched. These are a stretchy material too, they failed to mention that in the description. So if you're looking for the professional cloth suspenders, these ain't them. If I had known these suspenders were both stretchy AND made to fit a young woman, I wouldn't have purchased.",2,StarRating,2 Stars,Review,531,0,the heading says adult suspenders they must have meant an adult who was foot tall or shorter im not a big guy but im not a shorty either and these scrunched down so tight on me i looked like the hunchback of notre dame when i finally got them unlatched these are a stretchy material too they failed to mention that in the description so if youre looking for the professional cloth suspenders these aint them if i had known these suspenders were both stretchy and made to fit a young woman i wouldnt have purchased,"['heading', 'says', 'adult', 'suspenders', 'must', 'meant', 'adult', 'foot', 'tall', 'shorter', 'im', 'big', 'guy', 'im', 'shorty', 'either', 'scrunched', 'tight', 'looked', 'like', 'hunchback', 'notre', 'dame', 'finally', 'got', 'unlatched', 'stretchy', 'material', 'failed', 'mention', 'description', 'youre', 'looking', 'professional', 'cloth', 'suspenders', 'aint', 'known', 'suspenders', 'stretchy', 'made', 'fit', 'young', 'woman', 'wouldnt', 'purchased']",-1
158963,"This book will definitely make your heart soar. Professor Grayson is as hot as they come and Emma was a great character too. Loved everything about the book, except the end. Yeah, I wanted a little more. GREAT JOB, (For a guy) lol",4,StarRating,4 Stars,Review,230,0,this book will definitely make your heart soar professor grayson is as hot as they come and emma was a great character too loved everything about the book except the end yeah i wanted a little more great job for a guy lol,"['book', 'definitely', 'make', 'heart', 'soar', 'professor', 'grayson', 'hot', 'come', 'emma', 'great', 'character', 'loved', 'everything', 'book', 'except', 'end', 'yeah', 'wanted', 'little', 'great', 'job', 'guy', 'lol']",1
80984,Packaging label is old and faded and expires in less than a year. I thought the self life would be at least a year or two.,3,StarRating,3 Stars,Review,122,0,packaging label is old and faded and expires in less than a year i thought the self life would be at least a year or two,"['packaging', 'label', 'old', 'faded', 'expires', 'less', 'year', 'thought', 'self', 'life', 'would', 'least', 'year', 'two']",0
177492,Customization was beautiful and shipped so quickly! My niece loved the bag!,5,StarRating,5 Stars,Review,75,0,customization was beautiful and shipped so quickly my niece loved the bag,"['customization', 'beautiful', 'shipped', 'quickly', 'niece', 'loved', 'bag']",1
129919,Great! Blu Ray came in good condition. Although I prefer the cardboard packaging like a couple years ago.,4,StarRating,4 Stars,Review,105,0,great blu ray came in good condition although i prefer the cardboard packaging like a couple years ago,"['great', 'blu', 'ray', 'came', 'good', 'condition', 'although', 'prefer', 'cardboard', 'packaging', 'like', 'couple', 'years', 'ago']",1
220291,@StoneLarry the Kenny Lofton hit on a Monday night during a 49er Game that was on MNF.,0,Sentiment,Neutral,Tweet,86,0,stonelarry the kenny lofton hit on a monday night during a er game that was on mnf,"['stonelarry', 'kenny', 'lofton', 'hit', 'monday', 'night', 'er', 'game', 'mnf']",0
121487,"Set looks great, seems like it will be fine, BUT the the front left hand slot for the Santoku knife was not cut big enough. Looked for a place online to contact the company, but could not easily access one, probably due to the fact item was sold by amazon. Did not want to pack up the entire set and send it back just for that, so my husband had to enlarge it. See pics",4,StarRating,4 Stars,Review,369,0,set looks great seems like it will be fine but the the front left hand slot for the santoku knife was not cut big enough looked for a place online to contact the company but could not easily access one probably due to the fact item was sold by amazon did not want to pack up the entire set and send it back just for that so my husband had to enlarge it see pics,"['set', 'looks', 'great', 'seems', 'like', 'fine', 'front', 'left', 'hand', 'slot', 'santoku', 'knife', 'cut', 'big', 'enough', 'looked', 'place', 'online', 'contact', 'company', 'could', 'easily', 'access', 'one', 'probably', 'due', 'fact', 'item', 'sold', 'amazon', 'want', 'pack', 'entire', 'set', 'send', 'back', 'husband', 'enlarge', 'see', 'pics']",1
86223,"First of all, don't pay full price for these. The quality is worth the sale prices. They are cute but came with a little black smudge in the fabric. I would have been angry if I had paid the absurd full price for that alone. These are okay for a short time, maybe an hour or two. At the end of a day that included some walking, I had blisters develop on the top of my feet where the top rubbed above the toes. Their price point is expensive and think somewhere around $40 is more like it.",3,StarRating,3 Stars,Review,488,0,first of all dont pay full price for these the quality is worth the sale prices they are cute but came with a little black smudge in the fabric i would have been angry if i had paid the absurd full price for that alone these are okay for a short time maybe an hour or two at the end of a day that included some walking i had blisters develop on the top of my feet where the top rubbed above the toes their price point is expensive and think somewhere around is more like it,"['first', 'dont', 'pay', 'full', 'price', 'quality', 'worth', 'sale', 'prices', 'cute', 'came', 'little', 'black', 'smudge', 'fabric', 'would', 'angry', 'paid', 'absurd', 'full', 'price', 'alone', 'okay', 'short', 'time', 'maybe', 'hour', 'two', 'end', 'day', 'included', 'walking', 'blisters', 'develop', 'top', 'feet', 'top', 'rubbed', 'toes', 'price', 'point', 'expensive', 'think', 'somewhere', 'around', 'like']",0
132395,"the cover does what its supposed to do: protect the keyboard. but, recently, i've noticed that the ""home"" keys all seem to be sticking to the cover. its like the oil from my fingers seeped through the plastic. Note that i have very dry skin, but the description is what it looks like. the surface of the cover is dry, but the cover now sticks to the keys. just an odd note that i thought i'd pass on. other than this, it works just fine. Touch is not a problem typing, you can still see the key identification, and i can close the top without issue.",4,StarRating,4 Stars,Review,549,0,the cover does what its supposed to do protect the keyboard but recently ive noticed that the home keys all seem to be sticking to the cover its like the oil from my fingers seeped through the plastic note that i have very dry skin but the description is what it looks like the surface of the cover is dry but the cover now sticks to the keys just an odd note that i thought id pass on other than this it works just fine touch is not a problem typing you can still see the key identification and i can close the top without issue,"['cover', 'supposed', 'protect', 'keyboard', 'recently', 'ive', 'noticed', 'home', 'keys', 'seem', 'sticking', 'cover', 'like', 'oil', 'fingers', 'seeped', 'plastic', 'note', 'dry', 'skin', 'description', 'looks', 'like', 'surface', 'cover', 'dry', 'cover', 'sticks', 'keys', 'odd', 'note', 'thought', 'id', 'pass', 'works', 'fine', 'touch', 'problem', 'typing', 'still', 'see', 'key', 'identification', 'close', 'top', 'without', 'issue']",1
108676,"5 of them arrived broken, but after reading some of the reviews, I should have anticipated that. The remaining hars are still good and functional.",3,StarRating,3 Stars,Review,146,0,of them arrived broken but after reading some of the reviews i should have anticipated that the remaining hars are still good and functional,"['arrived', 'broken', 'reading', 'reviews', 'anticipated', 'remaining', 'hars', 'still', 'good', 'functional']",0
50824,"I was really hoping this cheaper alternative would help this poor graduate student save some money. The I installed them the printer recognized them as previously used HP cartridges and the levels read as full. I was so excited. The ink had a smell almost like windex, but I did not care because I got the ink at 1/4 the price I would have. Ink printed nicely. However, I went to use it today one week after installation, and now there is an error with the black ink. I tried to take it out and reinstall it, but it won't recognize it anymore and I cannot print anything. I am so disappointed because I really need to save the money.",2,StarRating,2 Stars,Review,633,0,i was really hoping this cheaper alternative would help this poor graduate student save some money the i installed them the printer recognized them as previously used hp cartridges and the levels read as full i was so excited the ink had a smell almost like windex but i did not care because i got the ink at the price i would have ink printed nicely however i went to use it today one week after installation and now there is an error with the black ink i tried to take it out and reinstall it but it wont recognize it anymore and i cannot print anything i am so disappointed because i really need to save the money,"['really', 'hoping', 'cheaper', 'alternative', 'would', 'help', 'poor', 'graduate', 'student', 'save', 'money', 'installed', 'printer', 'recognized', 'previously', 'used', 'hp', 'cartridges', 'levels', 'read', 'full', 'excited', 'ink', 'smell', 'almost', 'like', 'windex', 'care', 'got', 'ink', 'price', 'would', 'ink', 'printed', 'nicely', 'however', 'went', 'use', 'today', 'one', 'week', 'installation', 'error', 'black', 'ink', 'tried', 'take', 'reinstall', 'wont', 'recognize', 'anymore', 'print', 'anything', 'disappointed', 'really', 'need', 'save', 'money']",-1
212224,Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?,0,Sentiment,Neutral,Tweet,99,0,oct the washington monument officially opened to the general public have you been to visit,"['oct', 'washington', 'monument', 'officially', 'opened', 'general', 'public', 'visit']",0
64309,I had this watch for 6 months and it worked wonderfully until the button jammed and it keeps powering down on me. :/,2,StarRating,2 Stars,Review,116,0,i had this watch for months and it worked wonderfully until the button jammed and it keeps powering down on me,"['watch', 'months', 'worked', 'wonderfully', 'button', 'jammed', 'keeps', 'powering']",-1
61302,"Very difficult to suck from the straw. Useless on the airplane as there is no pressure release. So when we got to 30,000 feet and I flipped the straw up, water shot out everywhere and soaked everyone in the row. These even happened when we drove to a higher elevation. Completely useless.",2,StarRating,2 Stars,Review,288,0,very difficult to suck from the straw useless on the airplane as there is no pressure release so when we got to feet and i flipped the straw up water shot out everywhere and soaked everyone in the row these even happened when we drove to a higher elevation completely useless,"['difficult', 'suck', 'straw', 'useless', 'airplane', 'pressure', 'release', 'got', 'feet', 'flipped', 'straw', 'water', 'shot', 'everywhere', 'soaked', 'everyone', 'row', 'even', 'happened', 'drove', 'higher', 'elevation', 'completely', 'useless']",-1
244290,a pumpkin muffin from Dunkin will be the only way I make it through tomorrow without crying a lot,1,Sentiment,Positive,Tweet,97,0,a pumpkin muffin from dunkin will be the only way i make it through tomorrow without crying a lot,"['pumpkin', 'muffin', 'dunkin', 'way', 'make', 'tomorrow', 'without', 'crying', 'lot']",1
47021,"For some reason, it seemed too wobbly and didn't anchor securely toward the back",2,StarRating,2 Stars,Review,80,0,for some reason it seemed too wobbly and didnt anchor securely toward the back,"['reason', 'seemed', 'wobbly', 'didnt', 'anchor', 'securely', 'toward', 'back']",-1
102028,"This is a beautiful, long dress, pretty colors, BUT mine already has a rip on the seam at the bottom left side of the dress; it took TOO long to arrive...didn't know that it was coming from CHINA; no belt loops; no return slip in the package, no receipt!! I wore the dress with electric blue sandals and a beautiful yellow necklace! The dress would be perfect for a vacation, date night, or special event but the makers of this dress need to do better with making clothes! I have to sew the ripped part of the dress up before it rips apart even worse!! I think that it'll be best to hand-wash this dress instead of machine washing it....I'm afraid that it will come apart in the washing machine!!",3,StarRating,3 Stars,Review,696,0,this is a beautiful long dress pretty colors but mine already has a rip on the seam at the bottom left side of the dress it took too long to arrivedidnt know that it was coming from china no belt loops no return slip in the package no receipt i wore the dress with electric blue sandals and a beautiful yellow necklace the dress would be perfect for a vacation date night or special event but the makers of this dress need to do better with making clothes i have to sew the ripped part of the dress up before it rips apart even worse i think that itll be best to handwash this dress instead of machine washing itim afraid that it will come apart in the washing machine,"['beautiful', 'long', 'dress', 'pretty', 'colors', 'mine', 'already', 'rip', 'seam', 'bottom', 'left', 'side', 'dress', 'took', 'long', 'arrivedidnt', 'know', 'coming', 'china', 'belt', 'loops', 'return', 'slip', 'package', 'receipt', 'wore', 'dress', 'electric', 'blue', 'sandals', 'beautiful', 'yellow', 'necklace', 'dress', 'would', 'perfect', 'vacation', 'date', 'night', 'special', 'event', 'makers', 'dress', 'need', 'better', 'making', 'clothes', 'sew', 'ripped', 'part', 'dress', 'rips', 'apart', 'even', 'worse', 'think', 'itll', 'best', 'handwash', 'dress', 'instead', 'machine', 'washing', 'itim', 'afraid', 'come', 'apart', 'washing', 'machine']",0
217759,Tonight - we test one of our Nuit Blanche projects! Nuit Blanche is coming up! What are we doing you ask? http://t.co/5Y8wCv9,0,Sentiment,Neutral,Tweet,125,0,tonight we test one of our nuit blanche projects nuit blanche is coming up what are we doing you ask httptcoywcv,"['tonight', 'test', 'one', 'nuit', 'blanche', 'projects', 'nuit', 'blanche', 'coming', 'ask', 'httptcoywcv']",0
163016,EXCELLENT PRODUCT...,5,StarRating,5 Stars,Review,20,0,excellent product,"['excellent', 'product']",1
50872,"We thought these would be perfect, however there was not enough stretch in them.",2,StarRating,2 Stars,Review,80,0,we thought these would be perfect however there was not enough stretch in them,"['thought', 'would', 'perfect', 'however', 'enough', 'stretch']",-1
240404,tomorrow's Naruto episodes are the lasts ones right??,0,Sentiment,Neutral,Tweet,53,0,tomorrows naruto episodes are the lasts ones right,"['tomorrows', 'naruto', 'episodes', 'lasts', 'ones', 'right']",0
72102,"Loose around the waist but way tight in the chest, which makes for an awkward fit. Also, poor quality. Due to the awkward fit, I adjusted the top, and one of the straps ripped right off.",2,StarRating,2 Stars,Review,186,0,loose around the waist but way tight in the chest which makes for an awkward fit also poor quality due to the awkward fit i adjusted the top and one of the straps ripped right off,"['loose', 'around', 'waist', 'way', 'tight', 'chest', 'makes', 'awkward', 'fit', 'also', 'poor', 'quality', 'due', 'awkward', 'fit', 'adjusted', 'top', 'one', 'straps', 'ripped', 'right']",-1
49352,"My hands aren't that big but these are too small and too short on wrist, start peeling down immediately. Tougher to put on and no box for dispensing. I'd skip these.",2,StarRating,2 Stars,Review,165,0,my hands arent that big but these are too small and too short on wrist start peeling down immediately tougher to put on and no box for dispensing id skip these,"['hands', 'arent', 'big', 'small', 'short', 'wrist', 'start', 'peeling', 'immediately', 'tougher', 'put', 'box', 'dispensing', 'id', 'skip']",-1
63768,Was not happy with this product.,2,StarRating,2 Stars,Review,32,0,was not happy with this product,"['happy', 'product']",-1
118921,No knew I Bob Dylan and then we read it in time birthright but pug N.Y.yt? I'm going out tonight,3,StarRating,3 Stars,Review,96,0,no knew i bob dylan and then we read it in time birthright but pug nyyt im going out tonight,"['knew', 'bob', 'dylan', 'read', 'time', 'birthright', 'pug', 'nyyt', 'im', 'going', 'tonight']",0
73178,Only 2 of the 4 worked. The 3ft and 6ft worked. 1ft and 10ft were defective - did not waste the time on the return,2,StarRating,2 Stars,Review,114,0,only of the worked the ft and ft worked ft and ft were defective did not waste the time on the return,"['worked', 'ft', 'ft', 'worked', 'ft', 'ft', 'defective', 'waste', 'time', 'return']",-1
129143,"I am always on the lookout for a small neat coffee maker, as I have limited kitchen space. The Russell Hobbs fits the bill nicely , although I could do with less gauges and silver. It makes excellent coffee (although it does drip when taking the carafe out early). A good buy but could do with a visual redesign.",4,StarRating,4 Stars,Review,312,0,i am always on the lookout for a small neat coffee maker as i have limited kitchen space the russell hobbs fits the bill nicely although i could do with less gauges and silver it makes excellent coffee although it does drip when taking the carafe out early a good buy but could do with a visual redesign,"['always', 'lookout', 'small', 'neat', 'coffee', 'maker', 'limited', 'kitchen', 'space', 'russell', 'hobbs', 'fits', 'bill', 'nicely', 'although', 'could', 'less', 'gauges', 'silver', 'makes', 'excellent', 'coffee', 'although', 'drip', 'taking', 'carafe', 'early', 'good', 'buy', 'could', 'visual', 'redesign']",1
202948,First off I love these earrings ! I am happy I bought pairs because the first pair broke ! There was plastic in the hole of the female side that was supposed to hold the male part in place. The plastic piece fell out and now both pieces do not stay together! My second pair was perfect though...,3,StarRating,3 Stars,Review,295,0,first off i love these earrings i am happy i bought pairs because the first pair broke there was plastic in the hole of the female side that was supposed to hold the male part in place the plastic piece fell out and now both pieces do not stay together my second pair was perfect though,"['first', 'love', 'earrings', 'happy', 'bought', 'pairs', 'first', 'pair', 'broke', 'plastic', 'hole', 'female', 'side', 'supposed', 'hold', 'male', 'part', 'place', 'plastic', 'piece', 'fell', 'pieces', 'stay', 'together', 'second', 'pair', 'perfect', 'though']",0
15009,Never worked even after trying it with a variety of different earbuds. If I could I would give them 0 stars.,1,StarRating,1 Star,Review,108,0,never worked even after trying it with a variety of different earbuds if i could i would give them stars,"['never', 'worked', 'even', 'trying', 'variety', 'different', 'earbuds', 'could', 'would', 'give', 'stars']",-1
177530,Works as advertised.,5,StarRating,5 Stars,Review,20,0,works as advertised,"['works', 'advertised']",1
239027,Dunkin is the most important one so go there first  https://t.co/M9ag4L8utq,1,Sentiment,Positive,Tweet,75,0,dunkin is the most important one so go there first httpstcomaglutq,"['dunkin', 'important', 'one', 'go', 'first', 'httpstcomaglutq']",1
